tool_slug,market_code,base_query,display_name,localization_status,source_id,reviewed_at,notes
mp3-converter,KR,,,pending,,,Awaiting localized head term
mp3-converter,TH,,,pending,,,Awaiting localized head term
mp3-converter,TR,,,pending,,,Awaiting localized head term
mp3-converter,VN,,,pending,,,Awaiting localized head term
notice-period-calculator,BR,,,pending,,,Awaiting localized head term
notice-period-calculator,DE,,,pending,,,Awaiting localized head term
notice-period-calculator,ES,,,pending,,,Awaiting localized head term
notice-period-calculator,FR,,,pending,,,Awaiting localized head term
notice-period-calculator,ID,,,pending,,,Awaiting localized head term
notice-period-calculator,JP,,,pending,,,Awaiting localized head term
notice-period-calculator,KR,,,pending,,,Awaiting localized head term
notice-period-calculator,TH,,,pending,,,Awaiting localized head term
notice-period-calculator,TR,,,pending,,,Awaiting localized head term
notice-period-calculator,VN,,,pending,,,Awaiting localized head term
ocr-text-extractor,BR,,,pending,,,Awaiting localized head term
ocr-text-extractor,DE,,,pending,,,Awaiting localized head term
ocr-text-extractor,ES,,,pending,,,Awaiting localized head term
ocr-text-extractor,FR,,,pending,,,Awaiting localized head term
ocr-text-extractor,ID,,,pending,,,Awaiting localized head term
ocr-text-extractor,JP,,,pending,,,Awaiting localized head term
ocr-text-extractor,KR,,,pending,,,Awaiting localized head term
ocr-text-extractor,TH,,,pending,,,Awaiting localized head term
ocr-text-extractor,TR,,,pending,,,Awaiting localized head term
ocr-text-extractor,VN,,,pending,,,Awaiting localized head term
offer-letter-generator,BR,,,pending,,,Awaiting localized head term
offer-letter-generator,DE,,,pending,,,Awaiting localized head term
offer-letter-generator,ES,,,pending,,,Awaiting localized head term
offer-letter-generator,FR,,,pending,,,Awaiting localized head term
offer-letter-generator,ID,,,pending,,,Awaiting localized head term
offer-letter-generator,JP,,,pending,,,Awaiting localized head term
offer-letter-generator,KR,,,pending,,,Awaiting localized head term
offer-letter-generator,TH,,,pending,,,Awaiting localized head term
offer-letter-generator,TR,,,pending,,,Awaiting localized head term
offer-letter-generator,VN,,,pending,,,Awaiting localized head term
open-graph-generator,BR,,,pending,,,Awaiting localized head term
open-graph-generator,DE,,,pending,,,Awaiting localized head term
open-graph-generator,ES,,,pending,,,Awaiting localized head term
open-graph-generator,FR,,,pending,,,Awaiting localized head term
open-graph-generator,ID,,,pending,,,Awaiting localized head term
open-graph-generator,JP,,,pending,,,Awaiting localized head term
open-graph-generator,KR,,,pending,,,Awaiting localized head term
open-graph-generator,TH,,,pending,,,Awaiting localized head term
open-graph-generator,TR,,,pending,,,Awaiting localized head term
open-graph-generator,VN,,,pending,,,Awaiting localized head term
overtime-calculator,BR,,,pending,,,Awaiting localized head term
overtime-calculator,DE,,,pending,,,Awaiting localized head term
overtime-calculator,ES,,,pending,,,Awaiting localized head term
overtime-calculator,FR,,,pending,,,Awaiting localized head term
overtime-calculator,ID,,,pending,,,Awaiting localized head term
overtime-calculator,JP,,,pending,,,Awaiting localized head term
overtime-calculator,KR,,,pending,,,Awaiting localized head term
overtime-calculator,TH,,,pending,,,Awaiting localized head term
overtime-calculator,TR,,,pending,,,Awaiting localized head term
overtime-calculator,VN,,,pending,,,Awaiting localized head term
paraphrasing-tool,BR,,,pending,,,Awaiting localized head term
paraphrasing-tool,DE,,,pending,,,Awaiting localized head term
paraphrasing-tool,ES,,,pending,,,Awaiting localized head term
paraphrasing-tool,FR,,,pending,,,Awaiting localized head term
paraphrasing-tool,ID,,,pending,,,Awaiting localized head term
paraphrasing-tool,JP,,,pending,,,Awaiting localized head term
paraphrasing-tool,KR,,,pending,,,Awaiting localized head term
paraphrasing-tool,TH,,,pending,,,Awaiting localized head term
paraphrasing-tool,TR,,,pending,,,Awaiting localized head term
paraphrasing-tool,VN,,,pending,,,Awaiting localized head term
passport-photo-maker,BR,,,pending,,,Awaiting localized head term
passport-photo-maker,DE,,,pending,,,Awaiting localized head term
passport-photo-maker,ES,,,pending,,,Awaiting localized head term
passport-photo-maker,FR,,,pending,,,Awaiting localized head term
passport-photo-maker,ID,,,pending,,,Awaiting localized head term
passport-photo-maker,JP,,,pending,,,Awaiting localized head term
passport-photo-maker,KR,,,pending,,,Awaiting localized head term
passport-photo-maker,TH,,,pending,,,Awaiting localized head term
passport-photo-maker,TR,,,pending,,,Awaiting localized head term
passport-photo-maker,VN,,,pending,,,Awaiting localized head term
password-generator,BR,gerador de senhas,gerador de senhas,serp_verified,public_serp_audit_20260717,2026-07-17T12:37:42Z,Core query reviewed in public SERP sample; native review still pending
password-generator,DE,Passwort Generator,Passwort Generator,editor_reviewed,editorial_seed_20260717,,Requires native and SERP validation
password-generator,ES,generador de contraseñas,generador de contraseñas,editor_reviewed,editorial_seed_20260717,,Requires native and SERP validation
password-generator,FR,générateur de mot de passe,générateur de mot de passe,editor_reviewed,editorial_seed_20260717,,Requires native and SERP validation
password-generator,ID,generator kata sandi,generator kata sandi,serp_verified,public_serp_audit_20260717,2026-07-17T12:37:42Z,Core query reviewed in public SERP sample; native review still pending
password-generator,JP,パスワード 生成,パスワード 生成,serp_verified,public_serp_audit_20260717,2026-07-17T12:37:42Z,Core query reviewed in public SERP sample; native review still pending
password-generator,KR,비밀번호 생성기,비밀번호 생성기,serp_verified,public_serp_audit_20260717,2026-07-17T12:37:42Z,Core query reviewed in public SERP sample; native review still pending
password-generator,TH,สร้างรหัสผ่าน,สร้างรหัสผ่าน,editor_reviewed,editorial_seed_20260717,,Requires native and SERP validation
password-generator,TR,şifre oluşturucu,şifre oluşturucu,editor_reviewed,editorial_seed_20260717,,Requires native and SERP validation
password-generator,VN,tạo mật khẩu,tạo mật khẩu,serp_verified,public_serp_audit_20260717,2026-07-17T12:37:42Z,Core query reviewed in public SERP sample; native review still pending
paypal-fee-calculator,BR,,,pending,,,Awaiting localized head term
paypal-fee-calculator,DE,,,pending,,,Awaiting localized head term
paypal-fee-calculator,ES,,,pending,,,Awaiting localized head term
paypal-fee-calculator,FR,,,pending,,,Awaiting localized head term
paypal-fee-calculator,ID,,,pending,,,Awaiting localized head term
paypal-fee-calculator,JP,,,pending,,,Awaiting localized head term
paypal-fee-calculator,KR,,,pending,,,Awaiting localized head term
paypal-fee-calculator,TH,,,pending,,,Awaiting localized head term
paypal-fee-calculator,TR,,,pending,,,Awaiting localized head term
paypal-fee-calculator,VN,,,pending,,,Awaiting localized head term
pdf-compressor,BR,comprimir PDF,comprimir PDF,serp_verified,public_serp_audit_20260717,2026-07-17T12:37:42Z,Core query reviewed in public SERP sample; native review still pending
pdf-compressor,DE,PDF komprimieren,PDF komprimieren,editor_reviewed,editorial_seed_20260717,,Requires native and SERP validation
pdf-compressor,ES,comprimir PDF,comprimir PDF,editor_reviewed,editorial_seed_20260717,,Requires native and SERP validation
pdf-compressor,FR,compresser PDF,compresser PDF,editor_reviewed,editorial_seed_20260717,,Requires native and SERP validation
pdf-compressor,ID,kompres PDF,kompres PDF,serp_verified,public_serp_audit_20260717,2026-07-17T12:37:42Z,Core query reviewed in public SERP sample; native review still pending
pdf-compressor,JP,PDF 圧縮,PDF 圧縮,serp_verified,public_serp_audit_20260717,2026-07-17T12:37:42Z,Core query reviewed in public SERP sample; native review still pending
pdf-compressor,KR,PDF 압축,PDF 압축,serp_verified,public_serp_audit_20260717,2026-07-17T12:37:42Z,Core query reviewed in public SERP sample; native review still pending
pdf-compressor,TH,บีบอัด PDF,บีบอัด PDF,editor_reviewed,editorial_seed_20260717,,Requires native and SERP validation
pdf-compressor,TR,PDF sıkıştırma,PDF sıkıştırma,editor_reviewed,editorial_seed_20260717,,Requires native and SERP validation
pdf-compressor,VN,nén PDF,nén PDF,serp_verified,public_serp_audit_20260717,2026-07-17T12:37:42Z,Core query reviewed in public SERP sample; native review still pending
pdf-form-filler,BR,,,pending,,,Awaiting localized head term
pdf-form-filler,DE,,,pending,,,Awaiting localized head term
pdf-form-filler,ES,,,pending,,,Awaiting localized head term
pdf-form-filler,FR,,,pending,,,Awaiting localized head term
pdf-form-filler,ID,,,pending,,,Awaiting localized head term
pdf-form-filler,JP,,,pending,,,Awaiting localized head term
pdf-form-filler,KR,,,pending,,,Awaiting localized head term
pdf-form-filler,TH,,,pending,,,Awaiting localized head term
pdf-form-filler,TR,,,pending,,,Awaiting localized head term
pdf-form-filler,VN,,,pending,,,Awaiting localized head term
pdf-merger,BR,,,pending,,,Awaiting localized head term
pdf-merger,DE,,,pending,,,Awaiting localized head term
pdf-merger,ES,,,pending,,,Awaiting localized head term
pdf-merger,FR,,,pending,,,Awaiting localized head term
pdf-merger,ID,,,pending,,,Awaiting localized head term
pdf-merger,JP,,,pending,,,Awaiting localized head term
pdf-merger,KR,,,pending,,,Awaiting localized head term
pdf-merger,TH,,,pending,,,Awaiting localized head term
pdf-merger,TR,,,pending,,,Awaiting localized head term
pdf-merger,VN,,,pending,,,Awaiting localized head term
pdf-metadata-editor,BR,,,pending,,,Awaiting localized head term
pdf-metadata-editor,DE,,,pending,,,Awaiting localized head term
pdf-metadata-editor,ES,,,pending,,,Awaiting localized head term
pdf-metadata-editor,FR,,,pending,,,Awaiting localized head term
pdf-metadata-editor,ID,,,pending,,,Awaiting localized head term
pdf-metadata-editor,JP,,,pending,,,Awaiting localized head term
pdf-metadata-editor,KR,,,pending,,,Awaiting localized head term
pdf-metadata-editor,TH,,,pending,,,Awaiting localized head term
pdf-metadata-editor,TR,,,pending,,,Awaiting localized head term
pdf-metadata-editor,VN,,,pending,,,Awaiting localized head term
pdf-page-numbering-tool,BR,,,pending,,,Awaiting localized head term
pdf-page-numbering-tool,DE,,,pending,,,Awaiting localized head term
pdf-page-numbering-tool,ES,,,pending,,,Awaiting localized head term
pdf-page-numbering-tool,FR,,,pending,,,Awaiting localized head term
pdf-page-numbering-tool,ID,,,pending,,,Awaiting localized head term
pdf-page-numbering-tool,JP,,,pending,,,Awaiting localized head term
pdf-page-numbering-tool,KR,,,pending,,,Awaiting localized head term
pdf-page-numbering-tool,TH,,,pending,,,Awaiting localized head term
pdf-page-numbering-tool,TR,,,pending,,,Awaiting localized head term
pdf-page-numbering-tool,VN,,,pending,,,Awaiting localized head term
pdf-page-remover,BR,,,pending,,,Awaiting localized head term
pdf-page-remover,DE,,,pending,,,Awaiting localized head term
pdf-page-remover,ES,,,pending,,,Awaiting localized head term
pdf-page-remover,FR,,,pending,,,Awaiting localized head term
pdf-page-remover,ID,,,pending,,,Awaiting localized head term
pdf-page-remover,JP,,,pending,,,Awaiting localized head term
pdf-page-remover,KR,,,pending,,,Awaiting localized head term
pdf-page-remover,TH,,,pending,,,Awaiting localized head term
pdf-page-remover,TR,,,pending,,,Awaiting localized head term
pdf-page-remover,VN,,,pending,,,Awaiting localized head term
pdf-page-rotator,BR,,,pending,,,Awaiting localized head term
pdf-page-rotator,DE,,,pending,,,Awaiting localized head term
pdf-page-rotator,ES,,,pending,,,Awaiting localized head term
pdf-page-rotator,FR,,,pending,,,Awaiting localized head term
pdf-page-rotator,ID,,,pending,,,Awaiting localized head term
pdf-page-rotator,JP,,,pending,,,Awaiting localized head term
pdf-page-rotator,KR,,,pending,,,Awaiting localized head term
pdf-page-rotator,TH,,,pending,,,Awaiting localized head term
pdf-page-rotator,TR,,,pending,,,Awaiting localized head term
pdf-page-rotator,VN,,,pending,,,Awaiting localized head term
pdf-password-protector,BR,,,pending,,,Awaiting localized head term
pdf-password-protector,DE,,,pending,,,Awaiting localized head term
pdf-password-protector,ES,,,pending,,,Awaiting localized head term
pdf-password-protector,FR,,,pending,,,Awaiting localized head term
pdf-password-protector,ID,,,pending,,,Awaiting localized head term
pdf-password-protector,JP,,,pending,,,Awaiting localized head term
pdf-password-protector,KR,,,pending,,,Awaiting localized head term
pdf-password-protector,TH,,,pending,,,Awaiting localized head term
pdf-password-protector,TR,,,pending,,,Awaiting localized head term
pdf-password-protector,VN,,,pending,,,Awaiting localized head term
pdf-password-remover,BR,,,pending,,,Awaiting localized head term
pdf-password-remover,DE,,,pending,,,Awaiting localized head term
pdf-password-remover,ES,,,pending,,,Awaiting localized head term
pdf-password-remover,FR,,,pending,,,Awaiting localized head term
pdf-password-remover,ID,,,pending,,,Awaiting localized head term
pdf-password-remover,JP,,,pending,,,Awaiting localized head term
pdf-password-remover,KR,,,pending,,,Awaiting localized head term
pdf-password-remover,TH,,,pending,,,Awaiting localized head term
pdf-password-remover,TR,,,pending,,,Awaiting localized head term
pdf-password-remover,VN,,,pending,,,Awaiting localized head term
pdf-splitter,BR,,,pending,,,Awaiting localized head term
pdf-splitter,DE,,,pending,,,Awaiting localized head term
pdf-splitter,ES,,,pending,,,Awaiting localized head term
pdf-splitter,FR,,,pending,,,Awaiting localized head term
pdf-splitter,ID,,,pending,,,Awaiting localized head term
pdf-splitter,JP,,,pending,,,Awaiting localized head term
pdf-splitter,KR,,,pending,,,Awaiting localized head term
pdf-splitter,TH,,,pending,,,Awaiting localized head term
pdf-splitter,TR,,,pending,,,Awaiting localized head term
pdf-splitter,VN,,,pending,,,Awaiting localized head term
pdf-to-image-converter,BR,,,pending,,,Awaiting localized head term
pdf-to-image-converter,DE,,,pending,,,Awaiting localized head term
pdf-to-image-converter,ES,,,pending,,,Awaiting localized head term
pdf-to-image-converter,FR,,,pending,,,Awaiting localized head term
pdf-to-image-converter,ID,,,pending,,,Awaiting localized head term
pdf-to-image-converter,JP,,,pending,,,Awaiting localized head term
pdf-to-image-converter,KR,,,pending,,,Awaiting localized head term
pdf-to-image-converter,TH,,,pending,,,Awaiting localized head term
pdf-to-image-converter,TR,,,pending,,,Awaiting localized head term
pdf-to-image-converter,VN,,,pending,,,Awaiting localized head term
pdf-to-word-converter,BR,,,pending,,,Awaiting localized head term
pdf-to-word-converter,DE,,,pending,,,Awaiting localized head term
pdf-to-word-converter,ES,,,pending,,,Awaiting localized head term
pdf-to-word-converter,FR,,,pending,,,Awaiting localized head term
pdf-to-word-converter,ID,,,pending,,,Awaiting localized head term
pdf-to-word-converter,JP,,,pending,,,Awaiting localized head term
pdf-to-word-converter,KR,,,pending,,,Awaiting localized head term
pdf-to-word-converter,TH,,,pending,,,Awaiting localized head term
pdf-to-word-converter,TR,,,pending,,,Awaiting localized head term
pdf-to-word-converter,VN,,,pending,,,Awaiting localized head term
pdf-watermark-tool,BR,,,pending,,,Awaiting localized head term
pdf-watermark-tool,DE,,,pending,,,Awaiting localized head term
pdf-watermark-tool,ES,,,pending,,,Awaiting localized head term
pdf-watermark-tool,FR,,,pending,,,Awaiting localized head term
pdf-watermark-tool,ID,,,pending,,,Awaiting localized head term
pdf-watermark-tool,JP,,,pending,,,Awaiting localized head term
pdf-watermark-tool,KR,,,pending,,,Awaiting localized head term
pdf-watermark-tool,TH,,,pending,,,Awaiting localized head term
pdf-watermark-tool,TR,,,pending,,,Awaiting localized head term
pdf-watermark-tool,VN,,,pending,,,Awaiting localized head term
percentage-calculator,BR,,,pending,,,Awaiting localized head term
percentage-calculator,DE,,,pending,,,Awaiting localized head term
percentage-calculator,ES,,,pending,,,Awaiting localized head term
percentage-calculator,FR,,,pending,,,Awaiting localized head term
percentage-calculator,ID,,,pending,,,Awaiting localized head term
percentage-calculator,JP,,,pending,,,Awaiting localized head term
percentage-calculator,KR,,,pending,,,Awaiting localized head term
percentage-calculator,TH,,,pending,,,Awaiting localized head term
percentage-calculator,TR,,,pending,,,Awaiting localized head term
percentage-calculator,VN,,,pending,,,Awaiting localized head term
photo-collage-maker,BR,,,pending,,,Awaiting localized head term
photo-collage-maker,DE,,,pending,,,Awaiting localized head term
photo-collage-maker,ES,,,pending,,,Awaiting localized head term
photo-collage-maker,FR,,,pending,,,Awaiting localized head term
photo-collage-maker,ID,,,pending,,,Awaiting localized head term
photo-collage-maker,JP,,,pending,,,Awaiting localized head term
photo-collage-maker,KR,,,pending,,,Awaiting localized head term
photo-collage-maker,TH,,,pending,,,Awaiting localized head term
photo-collage-maker,TR,,,pending,,,Awaiting localized head term
photo-collage-maker,VN,,,pending,,,Awaiting localized head term
plagiarism-checker,BR,,,pending,,,Awaiting localized head term
plagiarism-checker,DE,,,pending,,,Awaiting localized head term
plagiarism-checker,ES,,,pending,,,Awaiting localized head term
plagiarism-checker,FR,,,pending,,,Awaiting localized head term
plagiarism-checker,ID,,,pending,,,Awaiting localized head term
plagiarism-checker,JP,,,pending,,,Awaiting localized head term
plagiarism-checker,KR,,,pending,,,Awaiting localized head term
plagiarism-checker,TH,,,pending,,,Awaiting localized head term
plagiarism-checker,TR,,,pending,,,Awaiting localized head term
plagiarism-checker,VN,,,pending,,,Awaiting localized head term
png-to-jpg-converter,BR,,,pending,,,Awaiting localized head term
png-to-jpg-converter,DE,,,pending,,,Awaiting localized head term
png-to-jpg-converter,ES,,,pending,,,Awaiting localized head term
png-to-jpg-converter,FR,,,pending,,,Awaiting localized head term
png-to-jpg-converter,ID,,,pending,,,Awaiting localized head term
png-to-jpg-converter,JP,,,pending,,,Awaiting localized head term
png-to-jpg-converter,KR,,,pending,,,Awaiting localized head term
png-to-jpg-converter,TH,,,pending,,,Awaiting localized head term
png-to-jpg-converter,TR,,,pending,,,Awaiting localized head term
png-to-jpg-converter,VN,,,pending,,,Awaiting localized head term
podcast-description-generator,BR,,,pending,,,Awaiting localized head term
podcast-description-generator,DE,,,pending,,,Awaiting localized head term
podcast-description-generator,ES,,,pending,,,Awaiting localized head term
podcast-description-generator,FR,,,pending,,,Awaiting localized head term
podcast-description-generator,ID,,,pending,,,Awaiting localized head term
podcast-description-generator,JP,,,pending,,,Awaiting localized head term
podcast-description-generator,KR,,,pending,,,Awaiting localized head term
podcast-description-generator,TH,,,pending,,,Awaiting localized head term
podcast-description-generator,TR,,,pending,,,Awaiting localized head term
podcast-description-generator,VN,,,pending,,,Awaiting localized head term
podcast-name-generator,BR,,,pending,,,Awaiting localized head term
podcast-name-generator,DE,,,pending,,,Awaiting localized head term
podcast-name-generator,ES,,,pending,,,Awaiting localized head term
podcast-name-generator,FR,,,pending,,,Awaiting localized head term
podcast-name-generator,ID,,,pending,,,Awaiting localized head term
podcast-name-generator,JP,,,pending,,,Awaiting localized head term
podcast-name-generator,KR,,,pending,,,Awaiting localized head term
podcast-name-generator,TH,,,pending,,,Awaiting localized head term
podcast-name-generator,TR,,,pending,,,Awaiting localized head term
podcast-name-generator,VN,,,pending,,,Awaiting localized head term
poem-generator,BR,,,pending,,,Awaiting localized head term
poem-generator,DE,,,pending,,,Awaiting localized head term
poem-generator,ES,,,pending,,,Awaiting localized head term
poem-generator,FR,,,pending,,,Awaiting localized head term
poem-generator,ID,,,pending,,,Awaiting localized head term
poem-generator,JP,,,pending,,,Awaiting localized head term
poem-generator,KR,,,pending,,,Awaiting localized head term
poem-generator,TH,,,pending,,,Awaiting localized head term
poem-generator,TR,,,pending,,,Awaiting localized head term
poem-generator,VN,,,pending,,,Awaiting localized head term
product-description-generator,BR,,,pending,,,Awaiting localized head term
product-description-generator,DE,,,pending,,,Awaiting localized head term
product-description-generator,ES,,,pending,,,Awaiting localized head term
product-description-generator,FR,,,pending,,,Awaiting localized head term
product-description-generator,ID,,,pending,,,Awaiting localized head term
product-description-generator,JP,,,pending,,,Awaiting localized head term
product-description-generator,KR,,,pending,,,Awaiting localized head term
product-description-generator,TH,,,pending,,,Awaiting localized head term
product-description-generator,TR,,,pending,,,Awaiting localized head term
product-description-generator,VN,,,pending,,,Awaiting localized head term
professional-bio-generator,BR,,,pending,,,Awaiting localized head term
professional-bio-generator,DE,,,pending,,,Awaiting localized head term
professional-bio-generator,ES,,,pending,,,Awaiting localized head term
professional-bio-generator,FR,,,pending,,,Awaiting localized head term
professional-bio-generator,ID,,,pending,,,Awaiting localized head term
professional-bio-generator,JP,,,pending,,,Awaiting localized head term
professional-bio-generator,KR,,,pending,,,Awaiting localized head term
professional-bio-generator,TH,,,pending,,,Awaiting localized head term
professional-bio-generator,TR,,,pending,,,Awaiting localized head term
professional-bio-generator,VN,,,pending,,,Awaiting localized head term
profit-margin-calculator,BR,,,pending,,,Awaiting localized head term
profit-margin-calculator,DE,,,pending,,,Awaiting localized head term
profit-margin-calculator,ES,,,pending,,,Awaiting localized head term
profit-margin-calculator,FR,,,pending,,,Awaiting localized head term
profit-margin-calculator,ID,,,pending,,,Awaiting localized head term
profit-margin-calculator,JP,,,pending,,,Awaiting localized head term
profit-margin-calculator,KR,,,pending,,,Awaiting localized head term
profit-margin-calculator,TH,,,pending,,,Awaiting localized head term
profit-margin-calculator,TR,,,pending,,,Awaiting localized head term
profit-margin-calculator,VN,,,pending,,,Awaiting localized head term
pto-calculator,BR,,,pending,,,Awaiting localized head term
pto-calculator,DE,,,pending,,,Awaiting localized head term
pto-calculator,ES,,,pending,,,Awaiting localized head term
pto-calculator,FR,,,pending,,,Awaiting localized head term
pto-calculator,ID,,,pending,,,Awaiting localized head term
pto-calculator,JP,,,pending,,,Awaiting localized head term
pto-calculator,KR,,,pending,,,Awaiting localized head term
pto-calculator,TH,,,pending,,,Awaiting localized head term
pto-calculator,TR,,,pending,,,Awaiting localized head term
pto-calculator,VN,,,pending,,,Awaiting localized head term
purchase-order-generator,BR,,,pending,,,Awaiting localized head term
purchase-order-generator,DE,,,pending,,,Awaiting localized head term
purchase-order-generator,ES,,,pending,,,Awaiting localized head term
purchase-order-generator,FR,,,pending,,,Awaiting localized head term
purchase-order-generator,ID,,,pending,,,Awaiting localized head term
purchase-order-generator,JP,,,pending,,,Awaiting localized head term
purchase-order-generator,KR,,,pending,,,Awaiting localized head term
purchase-order-generator,TH,,,pending,,,Awaiting localized head term
purchase-order-generator,TR,,,pending,,,Awaiting localized head term
purchase-order-generator,VN,,,pending,,,Awaiting localized head term
qr-code-generator,BR,gerador de QR Code,gerador de QR Code,serp_verified,public_serp_audit_20260717,2026-07-17T12:37:42Z,Core query reviewed in public SERP sample; native review still pending
qr-code-generator,DE,QR-Code erstellen,QR-Code erstellen,editor_reviewed,editorial_seed_20260717,,Requires native and SERP validation
qr-code-generator,ES,generador de código QR,generador de código QR,editor_reviewed,editorial_seed_20260717,,Requires native and SERP validation
qr-code-generator,FR,générateur de QR code,générateur de QR code,editor_reviewed,editorial_seed_20260717,,Requires native and SERP validation
qr-code-generator,ID,generator kode QR,generator kode QR,serp_verified,public_serp_audit_20260717,2026-07-17T12:37:42Z,Core query reviewed in public SERP sample; native review still pending
qr-code-generator,JP,QRコード 作成,QRコード 作成,serp_verified,public_serp_audit_20260717,2026-07-17T12:37:42Z,Core query reviewed in public SERP sample; native review still pending
qr-code-generator,KR,QR 코드 생성기,QR 코드 생성기,serp_verified,public_serp_audit_20260717,2026-07-17T12:37:42Z,Core query reviewed in public SERP sample; native review still pending
qr-code-generator,TH,สร้าง QR Code,สร้าง QR Code,editor_reviewed,editorial_seed_20260717,,Requires native and SERP validation
qr-code-generator,TR,QR kod oluşturucu,QR kod oluşturucu,editor_reviewed,editorial_seed_20260717,,Requires native and SERP validation
qr-code-generator,VN,tạo mã QR,tạo mã QR,serp_verified,public_serp_audit_20260717,2026-07-17T12:37:42Z,Core query reviewed in public SERP sample; native review still pending
quote-generator,BR,,,pending,,,Awaiting localized head term
quote-generator,DE,,,pending,,,Awaiting localized head term
quote-generator,ES,,,pending,,,Awaiting localized head term
quote-generator,FR,,,pending,,,Awaiting localized head term
quote-generator,ID,,,pending,,,Awaiting localized head term
quote-generator,JP,,,pending,,,Awaiting localized head term
quote-generator,KR,,,pending,,,Awaiting localized head term
quote-generator,TH,,,pending,,,Awaiting localized head term
quote-generator,TR,,,pending,,,Awaiting localized head term
quote-generator,VN,,,pending,,,Awaiting localized head term
random-comment-picker,BR,,,pending,,,Awaiting localized head term
random-comment-picker,DE,,,pending,,,Awaiting localized head term
random-comment-picker,ES,,,pending,,,Awaiting localized head term
random-comment-picker,FR,,,pending,,,Awaiting localized head term
random-comment-picker,ID,,,pending,,,Awaiting localized head term
random-comment-picker,JP,,,pending,,,Awaiting localized head term
random-comment-picker,KR,,,pending,,,Awaiting localized head term
random-comment-picker,TH,,,pending,,,Awaiting localized head term
random-comment-picker,TR,,,pending,,,Awaiting localized head term
random-comment-picker,VN,,,pending,,,Awaiting localized head term
random-number-generator,BR,,,pending,,,Awaiting localized head term
random-number-generator,DE,,,pending,,,Awaiting localized head term
random-number-generator,ES,,,pending,,,Awaiting localized head term
random-number-generator,FR,,,pending,,,Awaiting localized head term
random-number-generator,ID,,,pending,,,Awaiting localized head term
random-number-generator,JP,,,pending,,,Awaiting localized head term
random-number-generator,KR,,,pending,,,Awaiting localized head term
random-number-generator,TH,,,pending,,,Awaiting localized head term
random-number-generator,TR,,,pending,,,Awaiting localized head term
random-number-generator,VN,,,pending,,,Awaiting localized head term
ratio-calculator,BR,,,pending,,,Awaiting localized head term
ratio-calculator,DE,,,pending,,,Awaiting localized head term
ratio-calculator,ES,,,pending,,,Awaiting localized head term
ratio-calculator,FR,,,pending,,,Awaiting localized head term
ratio-calculator,ID,,,pending,,,Awaiting localized head term
ratio-calculator,JP,,,pending,,,Awaiting localized head term
ratio-calculator,KR,,,pending,,,Awaiting localized head term
ratio-calculator,TH,,,pending,,,Awaiting localized head term
ratio-calculator,TR,,,pending,,,Awaiting localized head term
ratio-calculator,VN,,,pending,,,Awaiting localized head term
receipt-generator,BR,,,pending,,,Awaiting localized head term
receipt-generator,DE,,,pending,,,Awaiting localized head term
receipt-generator,ES,,,pending,,,Awaiting localized head term
receipt-generator,FR,,,pending,,,Awaiting localized head term
receipt-generator,ID,,,pending,,,Awaiting localized head term
receipt-generator,JP,,,pending,,,Awaiting localized head term
receipt-generator,KR,,,pending,,,Awaiting localized head term
receipt-generator,TH,,,pending,,,Awaiting localized head term
receipt-generator,TR,,,pending,,,Awaiting localized head term
receipt-generator,VN,,,pending,,,Awaiting localized head term
redirect-checker,BR,,,pending,,,Awaiting localized head term
redirect-checker,DE,,,pending,,,Awaiting localized head term
redirect-checker,ES,,,pending,,,Awaiting localized head term
redirect-checker,FR,,,pending,,,Awaiting localized head term
redirect-checker,ID,,,pending,,,Awaiting localized head term
redirect-checker,JP,,,pending,,,Awaiting localized head term
redirect-checker,KR,,,pending,,,Awaiting localized head term
redirect-checker,TH,,,pending,,,Awaiting localized head term
redirect-checker,TR,,,pending,,,Awaiting localized head term
redirect-checker,VN,,,pending,,,Awaiting localized head term
reference-letter-generator,BR,,,pending,,,Awaiting localized head term
reference-letter-generator,DE,,,pending,,,Awaiting localized head term
reference-letter-generator,ES,,,pending,,,Awaiting localized head term
reference-letter-generator,FR,,,pending,,,Awaiting localized head term
reference-letter-generator,ID,,,pending,,,Awaiting localized head term
reference-letter-generator,JP,,,pending,,,Awaiting localized head term
reference-letter-generator,KR,,,pending,,,Awaiting localized head term
reference-letter-generator,TH,,,pending,,,Awaiting localized head term
reference-letter-generator,TR,,,pending,,,Awaiting localized head term
reference-letter-generator,VN,,,pending,,,Awaiting localized head term
regex-tester,BR,,,pending,,,Awaiting localized head term
regex-tester,DE,,,pending,,,Awaiting localized head term
regex-tester,ES,,,pending,,,Awaiting localized head term
regex-tester,FR,,,pending,,,Awaiting localized head term
regex-tester,ID,,,pending,,,Awaiting localized head term
regex-tester,JP,,,pending,,,Awaiting localized head term
regex-tester,KR,,,pending,,,Awaiting localized head term
regex-tester,TH,,,pending,,,Awaiting localized head term
regex-tester,TR,,,pending,,,Awaiting localized head term
regex-tester,VN,,,pending,,,Awaiting localized head term
resignation-letter-generator,BR,,,pending,,,Awaiting localized head term
resignation-letter-generator,DE,,,pending,,,Awaiting localized head term
resignation-letter-generator,ES,,,pending,,,Awaiting localized head term
resignation-letter-generator,FR,,,pending,,,Awaiting localized head term
resignation-letter-generator,ID,,,pending,,,Awaiting localized head term
resignation-letter-generator,JP,,,pending,,,Awaiting localized head term
resignation-letter-generator,KR,,,pending,,,Awaiting localized head term
